HINCP,VEH,NP,PUMA,WGTP
115000,3,4,01003,78
807000,3,4,01007,45
30000,1,2,01101,47
120000,2,2,00804,102
195000,3,4,01004,72
42000,2,2,01104,71
121200,2,2,01105,71
85100,2,2,00200,84
118500,0,3,01003,133
281900,2,1,01004,202
132500,1,5,01101,23
18000,3,2,01105,61
202600,3,2,01001,41
128600,2,2,00503,46
117420,2,2,00504,59
22610,0,1,00801,69
223500,3,3,00200,122
17200,2,2,00501,55
67030,1,1,00804,64
70000,0,3,00400,95
12000,1,1,01001,89
290000,3,3,01004,10
359500,3,3,01203,243
97200,2,2,01300,22
55000,1,1,00804,106
65000,2,1,01300,74
48000,3,4,00803,91
23000,0,1,00506,47
151000,2,3,00501,272
33400,1,1,01204,90
50900,2,1,01107,71
48900,2,3,00802,95
146600,3,3,00601,39
45000,1,1,00100,36
114400,1,1,00801,80
45000,2,1,00302,68
141000,4,5,01202,157
19000,1,1,00506,52
20000,1,3,00302,182
1600,1,2,01201,114
31600,0,3,00302,479
27800,2,2,00602,86
57500,2,2,01300,85
93000,2,3,00502,162
5600,0,1,00602,105
20000,3,2,01103,54
123350,3,6,01300,41
159000,5,3,00601,49
89000,2,2,01600,81
12600,0,1,01600,39
60000,2,2,00700,63
120000,2,4,01101,67
29750,1,2,01500,50
200000,3,2,01300,75
116500,2,1,01007,78
100000,1,2,00302,160
67000,1,2,01500,109
194000,3,2,01003,50
136600,2,2,01101,73
78000,2,1,01107,94
103400,2,2,00506,56
95600,3,3,00502,133
252000,2,2,00902,56
102500,2,1,00805,77
67500,2,2,00506,146
70000,1,1,01007,75
198200,1,2,00400,44
43500,1,1,00801,109
29000,1,1,00507,33
230350,2,4,00507,128
101600,2,2,01202,290
140400,2,4,00601,42
494500,4,3,01300,61
70000,3,2,00504,62
53850,1,2,01004,56
46400,2,1,00601,58
4750,1,1,00100,27
36500,0,1,00503,53
25000,1,1,01300,37
150000,3,6,01500,99
156700,2,3,01105,79
83300,3,3,01004,57
93800,2,2,00301,71
45000,1,1,00400,12
135500,2,4,01004,119
68600,1,1,01400,46
571600,4,5,00901,63
156000,1,1,01107,51
75000,2,4,01001,71
192000,2,3,00503,96
62030,1,1,01007,133
191200,2,2,00200,56
231350,4,3,01203,71
108500,3,2,00400,102
140700,3,6,00400,55
127000,2,2,01500,86
210000,2,4,01201,53
335000,1,2,01004,105
15000,1,3,00805,178
350000,2,2,00301,104
116920,3,4,01107,62
218000,3,3,00400,52
225000,3,4,01003,49
77150,2,3,00301,58
887200,5,5,01001,54
98170,4,4,01202,76
151000,3,5,01500,94
68000,4,3,01300,30
93700,2,4,01107,59
80000,1,1,01300,50
37500,1,2,01300,32
210000,2,5,00902,112
93900,2,4,01103,14
81300,1,2,01400,7
54200,2,2,01104,140
100000,2,4,01002,46
105300,2,2,00302,121
107000,2,2,01103,276
96500,1,2,00902,66
155800,3,3,01104,78
48300,2,1,00805,87
173800,4,5,01105,65
269450,6,8,01105,86
135000,2,1,01202,73
215000,2,3,00902,59
18000,1,1,00501,101
180100,2,1,00501,44
117000,3,2,01202,63
326800,2,3,00400,63
127000,3,4,00803,26
52000,2,5,01101,121
99250,2,3,00803,57
167000,3,2,00901,109
60000,1,1,01102,81
14400,1,1,01600,317
97000,2,3,00902,63
98400,1,2,01105,262
127000,3,4,01106,94
75000,3,2,01500,255
34020,1,3,00901,229
150860,4,1,00601,109
135000,3,5,01001,62
108800,1,3,01003,130
75290,1,1,01003,81
110000,2,2,01500,166
58400,1,1,01003,62
81000,2,3,01001,57
110000,3,3,01106,50
143200,2,2,01500,107
89200,3,2,00902,173
60000,1,1,01300,61
80000,1,4,01201,88
112000,1,1,00507,92
48300,1,1,01103,59
112000,1,1,01400,59
47400,1,4,00801,57
428000,4,4,00503,50
100000,2,5,00502,136
65000,3,1,01300,89
105500,1,1,01005,62
241000,1,5,01102,39
118800,1,1,01102,81
51400,1,2,00507,200
145200,3,4,00200,16
23000,4,6,00801,127
14600,1,1,01004,63
578000,2,2,00801,216
210000,2,2,00902,55
106310,2,3,00302,92
800,1,1,00801,285
320100,3,3,00501,85
106000,2,2,01300,7
278500,3,4,01003,34
125000,1,1,01204,162
18700,2,5,01204,120
50150,1,1,01105,114
314660,2,5,01001,90
103100,1,1,00200,70
145000,4,2,00601,123
10600,1,1,00901,302
125000,2,2,00804,52
102000,3,3,01400,52
9600,0,1,00200,88
15600,1,2,00200,66
50000,1,1,00801,102
101000,1,2,00802,55
102000,2,2,01004,51
12000,0,1,01004,44
163100,4,9,01005,206
95700,2,2,01202,52
213000,0,2,01003,163
60800,2,3,00302,44
49400,2,2,00700,62
308000,3,2,01500,74
62000,2,2,00301,67
88010,3,2,00200,252
40500,3,5,01105,83
259300,3,2,00400,56
102010,1,1,01103,145
300000,2,2,01003,43
162900,3,3,00400,48
828000,3,2,01004,59
170000,1,3,01001,76
196000,2,6,01103,46
38000,1,2,00805,42
496300,5,5,00200,71
63700,1,1,01001,94
42000,1,2,00400,305
62000,2,2,00400,65
6500,1,1,01105,144
84000,2,6,01101,145
194600,2,3,01204,103
118400,3,2,00400,67
250000,4,2,00901,56
360000,2,4,01003,148
85200,2,2,00301,53
305000,2,3,01001,57
85000,4,5,00803,57
118000,2,3,01500,85
28000,1,1,00200,21
223000,2,2,00503,29
121600,1,2,01202,194
166500,6,4,00601,235
153700,4,4,00200,23
180000,4,2,00700,151
85000,1,2,01300,55
62200,1,2,00602,39
114110,2,4,00601,73
222600,1,2,01105,44
138960,4,7,00200,288
15600,1,2,00802,35
36000,1,1,01107,60
239000,2,2,01004,57
239000,1,2,00302,125
81800,2,2,00901,84
90000,2,1,01002,32
54500,1,1,01400,43
156200,2,2,01105,39
302700,6,4,00501,89
85000,2,4,00400,61
300100,2,4,01004,30
40000,2,2,01400,91
15500,1,2,01001,198
50200,2,1,01400,142
85000,2,2,01105,55
56300,1,1,00502,123
10000,0,1,01202,151
758000,2,2,00901,116
192100,2,2,01006,59
140000,2,6,01101,27
100000,2,2,00504,63
317050,3,3,01003,54
649600,3,2,00400,51
90130,1,4,01102,76
64000,2,2,01203,89
168000,2,2,00601,53
52500,3,2,01105,65
183900,2,2,01400,15
35000,2,6,00200,229
181000,4,4,00301,29
119300,3,2,01106,106
182900,1,2,01004,57
65100,1,1,01102,60
216000,2,6,00700,135
205000,2,4,01500,57
117000,2,2,01202,61
44700,1,1,00801,73
142180,2,4,00901,53
247000,2,3,01001,47
402400,2,2,00802,35
42000,2,1,01007,201
49100,1,1,00901,65
10,2,1,00301,52
69000,2,3,00601,237
3900,1,1,01106,57
118910,4,5,00301,102
72000,3,2,00503,80
469000,2,2,01204,54
298800,2,2,00601,35
110500,4,2,00602,137
21700,1,1,01400,244
53500,1,1,00400,93
131100,2,2,01102,73
216300,3,5,00601,95
107000,2,4,01500,103
133000,2,3,00901,66
6600,2,6,00302,159
83800,1,2,01400,207
129600,2,3,01004,106
205700,2,2,01001,57
205000,2,4,01003,50
265000,2,5,00505,110
80100,1,2,00501,61
140000,2,2,00507,72
146600,5,3,01201,86
43200,1,1,01007,148
184300,3,3,00301,59
54000,1,2,00200,219
318000,2,4,01007,32
310000,3,2,01203,42
115000,1,2,00601,72
153000,2,1,01105,124
24650,0,1,00803,320
144000,4,3,01005,43
35000,0,1,00507,36
157000,2,4,01201,355
73000,1,2,00803,197
47300,1,1,01104,91
149000,3,3,00504,78
44200,1,2,00902,83
250000,1,1,00805,57
141000,2,3,00901,105
160600,3,3,01500,45
53600,1,1,01202,54
60550,2,2,00503,65
92900,2,2,00902,117
82700,2,4,01002,54
75000,1,3,01105,62
87000,2,2,00504,59
30700,2,4,01600,111
163000,3,3,01300,49
9600,0,1,00801,68
42000,0,2,00801,66
167600,2,4,01102,138
46000,1,1,00503,233
86700,2,2,01003,79
240160,2,2,00902,142
101100,2,2,00501,95
120000,1,1,01007,32
100000,2,1,00400,66
20000,1,1,00801,31
99370,2,2,01400,62
20800,3,2,00601,50
157400,1,1,01204,97
80000,0,1,01007,91
28000,2,1,00505,99
53000,2,2,00301,47
95800,2,1,01004,59
136000,2,5,01201,63
391000,4,4,00901,141
25000,1,1,01400,49
70160,3,3,01001,40
140000,2,6,00502,94
85800,1,1,00504,39
134270,3,4,01600,79
240400,2,1,01001,66
423000,1,2,00802,30
59000,1,2,00503,70
42600,1,1,01105,51
90000,2,1,00505,72
209100,2,2,00902,38
60000,1,1,01107,672
75000,1,1,00801,63
240200,5,5,00902,136
120000,4,4,00602,219
29900,1,2,01003,74
5300,1,5,00302,126
50000,2,3,00506,104
2870,1,1,01102,97
32500,1,1,00503,150
23000,1,3,01002,242
164100,3,2,01204,119
127800,2,3,00200,93
70000,2,2,00503,44
162500,2,2,01300,60
346000,2,4,00805,67
23600,0,1,01400,49
335500,4,4,01006,52
78500,2,2,00902,95
12000,1,1,01003,53
55500,1,1,01106,54
24000,0,1,01107,185
41200,0,1,01300,12
460700,2,3,01007,51
52500,1,2,01007,50
5000,1,1,00506,309
107500,2,2,01007,134
100000,2,2,01106,139
102200,3,2,00902,110
68000,1,1,01105,161
80000,2,5,01004,205
180500,2,5,00301,22
238100,2,4,01203,99
167000,2,1,01004,59
235900,2,3,01007,82
50000,1,1,00805,220
70900,2,4,00301,58
83000,1,1,01102,168
63300,1,1,01101,32
175500,3,3,00502,222
178000,2,2,01001,59
84100,2,2,01204,118
290000,2,3,01300,49
300800,2,4,01003,48
63700,1,2,00503,89
318700,3,3,00902,59
151000,5,7,00902,211
90000,1,1,01500,119
66000,2,3,00802,342
40000,2,3,01201,171
80600,1,5,00503,80
97200,2,2,01203,30
177510,5,3,01500,115
77000,1,1,00805,289
47000,0,1,01003,105
67000,1,1,01105,72
43000,2,4,01002,187
164010,1,4,01007,56
149000,2,6,00902,325
124200,2,2,00902,28
614100,2,2,01004,65
291000,3,2,00503,63
236600,2,4,01004,86
84000,1,1,00301,6
8400,0,2,01002,69
30600,2,1,00801,76
319600,1,2,01004,68
2430,1,1,01003,100
203000,2,5,01001,59
49840,0,2,00505,316
96100,3,3,01002,62
79900,2,3,00506,36
186900,2,2,01203,57
108400,2,2,00507,82
204700,2,2,01003,50
135000,2,4,00501,70
113010,2,2,00301,90
157000,3,4,00802,66
74000,2,8,01300,11
56000,1,1,01004,71
96970,2,2,00601,92
67500,1,1,01004,94
83000,1,1,00200,73
544000,3,4,01203,100
245000,3,5,01203,45
289000,2,2,01006,61
56000,1,1,00602,63
146600,2,3,01001,128
246000,3,3,01203,140
22200,1,1,00506,122
110000,1,3,01104,44
14400,1,1,00506,54
89000,1,2,01203,277
35000,1,1,00507,225
156200,3,3,00302,74
495300,4,8,01400,346
34800,1,1,00302,44
156000,4,4,01001,158
75000,6,2,00503,76
355000,2,2,01003,169
172400,2,5,01106,74
88000,1,1,01400,72
210600,2,2,00503,102
36400,1,2,00200,179
23790,1,2,00506,57
174000,2,2,00901,61
70000,2,2,00601,36
105400,2,3,01102,52
264900,3,4,00501,79
50600,1,1,01004,55
35200,1,1,00503,125
168000,2,2,01105,69
191000,4,6,01103,55
728000,3,4,00400,141
100030,1,2,00302,28
103000,2,2,01001,57
166830,4,3,00100,6
54000,3,7,01003,267
100000,1,1,00902,61
82000,2,2,00503,93
201020,6,3,00200,18
41600,1,1,01005,66
23000,2,2,01007,57
29100,1,1,00200,92
46000,0,1,01007,92
117000,2,3,01103,23
130100,3,2,01107,76
126500,2,2,01101,25
290000,4,3,00400,49
100000,1,2,01103,21
70000,1,1,00302,157
191000,3,3,01007,101
19000,2,5,01300,53
101600,1,3,00505,76
92000,0,4,01002,103
98000,2,4,01002,45
106200,1,3,01002,88
99800,2,2,01500,89
130000,3,2,00302,58
130940,2,3,01107,56
266600,4,3,01105,77
52400,1,2,00200,85
22200,0,1,01107,51
240000,2,2,01101,46
133000,3,4,01204,54
91800,1,1,01400,22
31000,1,1,00506,266
160000,4,6,00601,53
29000,1,3,01104,144
107200,2,6,01006,214
21800,0,1,01400,75
38800,1,1,01300,10
81000,1,1,01600,191
38000,2,2,00602,53
197000,3,3,01105,85
150000,3,3,01201,20
106800,1,1,00602,76
37800,1,1,00507,46
53000,1,2,00506,37
686000,3,6,01004,44
62000,1,1,01106,53
297100,3,2,00501,97
8400,0,1,00505,168
72600,1,1,01204,91
197800,2,3,00700,107
147400,2,3,01300,108
20900,3,2,00700,47
42000,2,2,00506,106
50500,0,1,01002,37
43200,3,2,00902,70
12000,2,5,00602,93
193000,2,7,01106,85
15400,3,4,00901,110
49900,1,1,00506,79
90000,1,1,00502,128
6100,1,1,01001,66
102200,2,2,01204,50
41600,1,1,01103,55
36040,1,2,00503,39
100000,1,4,01004,65
196600,2,3,01004,115
45700,0,1,00400,63
127000,3,4,00100,81
130900,3,2,01300,35
80000,2,1,01201,158
51600,1,1,00700,13
56600,2,2,01103,39
114800,1,6,00803,138
352800,3,2,01005,45
622100,1,2,01004,50
52100,2,3,01600,54
36620,1,1,01103,59
115400,3,4,01103,43
16700,2,3,01300,222
700,2,1,01203,184
146000,3,4,01102,53
135000,2,4,00901,69
864000,4,3,01204,218
204800,5,4,01202,56
10550,1,1,01104,177
150000,2,2,00504,59
111000,1,1,01103,46
136000,1,1,01600,142
578000,1,3,01204,108
123300,1,1,01300,64
59600,1,1,01204,103
120000,1,4,01007,409
139700,2,3,00504,64
357000,6,10,01105,47
198100,4,4,01600,189
78000,2,3,01600,171
77000,1,2,01005,164
72300,2,2,01102,87
166000,3,7,01105,39
292000,3,3,00301,63
107000,1,5,01102,178
40500,2,1,00505,97
3400,1,1,00503,32
145800,2,4,01003,47
253000,2,4,01001,38
54900,1,2,00506,51
135000,1,1,00301,36
355000,3,5,01106,124
34000,1,1,01300,282
123400,1,1,01600,63
101000,2,3,01201,192
125000,1,1,01006,78
15900,1,1,01001,50
65000,2,1,00302,132
106200,2,3,00200,91
101600,2,2,01400,105
47500,2,3,01500,87
164000,3,3,01201,756
70000,1,2,00302,134
200000,2,4,00902,102
35000,3,2,01001,53
185100,4,3,00505,59
71500,5,4,00301,68
45000,1,1,01104,283
218000,1,1,00400,38
81100,2,3,01300,51
21000,0,1,00803,109
113000,2,2,01101,53
115000,3,5,01600,126
41200,3,4,01500,73
20100,0,1,00805,227
80000,1,1,00804,14
140000,4,5,00502,232
208000,4,3,00400,46
166000,2,5,01001,87
155000,2,2,00503,152
49000,1,1,01005,100
220000,4,4,01002,105
132000,2,1,01300,34
37700,1,1,00507,75
175000,1,1,00802,127
11110,0,3,00301,34
123000,2,5,00901,53
14000,1,1,01105,39
49000,1,1,00601,155
17600,1,2,01101,22
75000,1,2,01203,60
50000,1,2,00804,85
743000,1,2,00301,51
181000,4,2,01105,105
105000,3,2,00601,104
130000,2,2,01105,67
21000,1,1,01103,50
98000,2,2,01203,100
88580,2,5,01600,41
177600,3,3,00503,106
35000,1,3,01201,133
587600,3,2,00901,70
12900,0,1,00805,114
42000,1,1,00100,33
152300,2,2,01007,45
75000,1,1,01400,32
5300,2,2,00302,88
29600,1,1,00504,33
180000,1,3,01006,209
63000,2,6,01106,239
47000,1,1,01004,53
118530,3,6,01202,183
98900,3,6,01201,313
31000,0,1,01102,213
102200,2,4,01003,46
79800,1,2,00301,106
235000,2,4,00503,66
20600,2,2,01204,59
31000,1,1,01004,66
490000,2,4,01004,13
175000,2,4,01001,72
400000,2,2,00301,59
46300,2,2,00902,86
45100,2,2,01201,51
90000,1,1,00301,71
145200,1,1,01203,72
71300,1,2,01204,91
48000,0,1,00802,340
745000,4,5,00507,65
181700,3,3,00301,5
207000,2,2,00503,93
74100,2,2,01300,90
146100,2,2,01002,523
362000,3,4,00503,50
238000,2,3,01204,66
125450,1,1,00301,62
48160,1,1,00503,60
51700,1,2,00802,34
90000,2,2,01006,56
461000,3,2,01203,82
24400,1,2,00400,196
80450,1,5,01104,71
90200,3,3,00301,99
16400,2,1,00801,80
150000,3,6,01003,100
16200,0,1,00505,62
250000,2,2,01001,51
28900,1,2,01007,72
23800,1,3,00801,119
142000,3,5,00601,108
40450,0,2,01103,63
59260,2,2,01104,99
221200,2,3,01007,60
98900,3,2,01104,105
201290,2,5,01103,36
69800,0,3,01103,137
41000,1,1,01300,42
65000,0,1,01204,51
100000,2,4,00301,60
145660,2,7,01007,53
123000,2,2,00504,64
51000,0,3,01107,64
140200,2,2,01005,32
39500,2,2,01003,60
243140,2,2,00902,239
97700,2,2,01300,10
42560,1,1,00601,63
140,1,1,01004,56
122020,2,2,01005,52
180000,2,4,01201,119
130000,1,3,00801,75
324000,4,2,01105,269
60600,2,1,01107,102
165000,2,4,00200,125
71400,3,5,01106,228
138000,2,2,01600,71
93100,2,2,00507,122
79600,2,3,01500,123
135700,1,1,01005,62
86000,2,2,00400,83
18700,1,1,01400,52
56000,1,1,00501,33
109600,4,3,01203,93
24200,2,2,00100,49
30000,1,1,01500,108
99000,4,4,00503,50
147000,1,1,00502,65
78000,2,4,00200,97
35000,2,2,00502,236
111000,1,1,01002,57
25000,1,1,00805,80
95000,1,3,01104,21
133100,2,2,00803,31
129000,2,3,00602,72
79210,1,1,01003,83
40400,2,3,01006,48
136000,2,2,01203,335
28150,1,1,01500,90
98100,5,7,01106,110
28000,1,1,00802,109
133300,1,1,01105,181
355000,2,3,01103,74
38300,2,8,00805,85
152000,2,2,00700,52
53000,2,1,00100,48
35000,2,1,00301,35
126000,3,2,00803,53
126000,2,2,01201,700
54000,1,2,00503,45
117000,2,4,00601,74
133000,2,4,00601,56
21210,2,2,00100,54
108510,3,6,01005,30
17000,1,1,01300,24
151000,1,3,00901,96
92500,3,4,01002,40
117000,2,4,01600,131
41600,1,1,00802,44
230000,2,2,00302,54
260000,2,4,00505,123
163200,3,5,00301,64
137000,2,5,00505,76
6610,1,1,01203,55
136000,3,3,01202,64
112800,1,2,01104,145
113000,2,2,00503,77
61800,1,2,00301,141
48800,1,1,00501,53
44000,2,6,01007,115
6000,3,2,00503,57
101000,3,2,00100,66
38100,1,1,01600,64
124000,2,2,00901,234
670200,2,2,00901,54
255000,4,3,01300,87
8000,0,1,01101,158
36000,1,1,00902,74
178900,4,3,01500,29
290000,2,4,01004,42
80000,2,3,01106,69
235000,3,2,01203,50
31800,1,1,00100,41
185000,2,2,01001,79
1100,1,1,00504,65
84000,2,2,00700,50
451570,2,5,01001,32
178800,3,3,01001,60
4000,0,1,01107,90
100000,4,2,01400,51
335000,2,4,01105,74
212300,6,5,00301,76
61000,2,3,00700,280
18400,1,1,01300,15
126000,4,6,01106,170
11420,0,2,01005,79
88800,2,2,01400,24
63000,2,1,00400,51
1000,0,1,00805,49
25200,1,1,01500,118
205000,3,2,00601,82
209500,4,3,01106,49
42300,1,1,00200,22
41800,1,1,00805,286
110000,1,2,01003,37
300000,1,2,01001,67
68000,2,5,01005,208
213000,2,2,00301,77
161100,2,2,01600,88
276000,3,2,00301,72
86500,1,1,01101,51
361620,6,5,00803,83
44000,2,3,01400,204
282300,2,2,00503,51
7700,0,2,00801,124
461000,4,4,01204,89
108400,2,2,01004,51
42800,3,2,00805,201
123400,3,2,01400,49
70760,1,1,00504,78
125500,1,2,00902,98
227000,4,2,00501,64
120000,3,4,01300,123
116100,2,3,00400,216
104000,2,4,01104,23
117300,3,5,00400,70
16000,1,1,00200,301
250000,2,2,00805,42
61000,1,1,01203,67
26000,1,3,01001,33
48770,1,2,01001,94
152100,1,1,00902,60
110000,3,4,01500,55
37400,3,3,00503,103
385000,2,4,00901,116
155600,2,3,01105,151
99500,2,2,00501,94
170800,1,2,00804,40
130320,2,4,01204,109
50000,1,1,00501,60
4000,0,3,00502,177
306800,2,5,01106,52
24800,0,1,00805,56
85000,2,3,00803,210
23400,1,1,00804,62
107300,1,2,00200,45
122000,2,4,00601,60
50000,1,2,01201,104
60000,1,1,01002,60
200000,1,1,00507,333
308800,3,4,00503,74
87100,3,4,01003,69
38000,1,1,00506,354
46600,2,2,00400,67
108100,3,4,01102,103
220000,2,4,01104,123
61700,1,1,00802,46
91730,1,2,01201,109
108120,1,1,00804,37
105900,2,3,00902,50
178000,3,4,01002,130
227000,2,2,00700,388
255000,2,2,01007,161
18500,2,2,01400,66
22900,1,1,01004,118
98300,2,2,00602,58
184500,1,1,00501,50
74600,1,1,01204,106
45900,2,2,01204,49
13340,3,2,00601,147
53500,2,1,01104,70
619800,3,2,01106,62
160500,3,2,01300,58
190000,2,4,01004,13
37000,1,1,00700,14
60000,2,2,01002,220
109000,2,2,00801,100
250000,3,2,00601,33
120000,0,1,00400,53
213600,3,3,01003,93
48600,3,2,01500,77
274000,2,4,00901,57
48000,2,1,01004,57
68600,2,5,01107,87
140800,3,2,00601,85
108280,1,2,00805,48
64700,1,1,01103,30
176000,3,4,01105,25
710330,2,4,00302,229
29000,3,2,01300,65
74200,2,3,01203,84
102600,2,2,00501,51
371800,3,2,01204,66
334900,2,4,01202,104
35000,1,1,01400,50
70800,2,3,00501,58
13600,1,1,01400,104
51600,2,3,00506,105
58040,0,1,01104,65
45700,2,2,01105,254
19000,0,1,00100,37
172150,1,2,01003,58
246800,1,5,00501,90
14700,1,1,00100,36
13500,1,1,00504,54
62800,2,2,01300,40
141000,1,1,00302,43
110000,2,2,01007,78
114000,4,4,01101,40
14400,0,1,00801,197
3200,1,1,00902,101
54000,5,2,01400,17
82000,3,2,01300,25
70000,0,1,00802,21
5000,0,2,00801,105
110500,2,3,01006,57
75000,2,3,00501,55
130000,1,1,01102,71
157000,2,3,01600,44
329700,2,2,00504,47
33800,1,1,00400,63
95000,1,4,01003,74
24600,1,5,00507,314
40000,2,2,00400,78
11780,1,4,01006,151
60000,2,1,01106,63
82450,1,2,01005,46
203450,2,2,00902,58
83600,2,4,00505,84
89000,1,1,01005,264
243000,3,4,01600,120
129000,2,6,01005,102
19180,1,3,01107,74
220500,1,2,00400,43
109110,2,5,00400,65
43000,1,3,01003,138
28000,2,4,00100,22
55000,1,2,01201,36
573000,2,3,01004,65
103950,3,2,00301,53
614000,1,1,01203,81
158000,1,1,00400,50
78000,1,2,00700,12
87000,2,2,01300,147
41200,1,1,00100,10
33500,1,2,00805,209
68000,1,4,00502,540
89000,1,1,00400,288
62100,1,1,00901,81
91300,2,2,01300,166
35400,2,3,01106,58
271050,2,3,00506,34
260000,2,2,01203,104
172600,2,2,01500,139
74600,2,5,00100,34
180000,2,2,00501,51
384000,3,3,01004,186
146100,2,5,01101,103
97000,2,4,00902,149
93300,2,2,00100,31
8100,1,3,00805,147
241200,6,7,01101,181
179000,6,3,00503,73
144000,2,2,00400,186
153500,2,2,01105,89
100,1,1,01004,105
21700,2,4,01300,62
42200,2,4,01300,104
45000,2,2,01203,52
217270,1,3,01007,38
162500,4,4,01005,46
46600,3,3,00801,163
201000,1,2,00501,62
195200,2,4,00501,110
15000,0,1,01300,83
208900,3,3,01001,172
27900,1,1,00505,98
66700,1,3,00602,257
80000,3,4,00501,94
92000,1,1,00804,112
92000,2,4,01300,152
161000,1,3,01003,58
105800,1,7,00506,32
143000,1,2,01001,49
27000,1,1,00507,51
82700,1,2,01006,129
139300,2,2,00503,64
67000,1,4,01201,75
114900,3,2,01004,73
113500,2,3,00501,63
43750,2,5,00700,98
148600,1,1,01004,98
66300,1,3,00602,103
23200,1,1,00504,119
52800,2,2,00505,59
75000,2,1,00400,63
66500,1,4,01600,136
455900,0,3,00802,38
661100,2,2,01002,91
18220,1,1,00505,76
98000,3,4,00507,80
47230,2,2,01204,105
46200,1,1,01400,50
41400,4,2,00301,50
250650,2,2,01300,63
70000,3,2,01600,53
643000,2,2,01204,118
200800,3,3,01004,95
122200,2,2,01204,91
169000,1,5,00805,73
83300,1,1,01202,57
2350,1,1,00601,265
245000,6,6,01005,71
110000,2,2,01102,113
104100,2,2,00507,83
40000,2,2,00700,233
401000,2,2,01004,58
42700,1,3,00700,268
96250,2,2,01102,74
17000,0,1,01003,220
66200,4,2,01102,71
20000,1,2,00504,645
199000,2,3,01004,22
87000,4,5,00400,65
7400,0,1,00804,63
137800,1,1,01107,126
96580,2,2,00902,70
55000,1,1,00301,53
122300,3,2,00301,40
78000,2,2,00804,47
59800,2,4,00902,66
57200,0,2,00400,58
673500,3,4,00801,63
143400,2,4,01400,47
121000,2,4,00100,106
869000,4,4,01004,53
115000,2,1,01107,347
44700,2,2,01201,84
118020,2,3,00601,123
20000,1,2,00805,61
38000,1,1,01103,97
102900,3,3,01201,403
27000,1,1,01500,92
90000,2,2,00506,67
128000,2,3,01003,43
24000,2,3,01500,90
23300,0,1,01007,332
65010,1,1,01003,44
150000,2,5,01005,59
65100,2,2,00505,59
136400,0,5,00802,45
40800,1,2,00503,84
65000,2,2,00805,72
61000,2,1,01500,104
68000,1,2,00507,28
117000,2,4,01003,191
9600,1,3,01103,88
63000,1,1,00801,37
237580,2,3,01003,77
165000,2,4,00301,74
150000,1,4,01001,42
50000,1,1,00901,635
41700,1,1,00502,219
263000,2,3,01005,204
36400,1,2,00505,55
185000,2,4,01201,252
68100,1,1,01500,123
77200,1,1,01102,77
139600,2,2,00200,53
153200,5,3,01600,54
30100,0,3,01104,38
225000,2,2,00901,63
209000,3,10,00902,119
59630,1,2,01106,49
218250,3,4,01005,38
65000,2,2,00302,92
215000,3,2,00505,82
81000,1,1,00100,68
350000,3,4,00501,64
101100,1,2,00507,93
190000,2,4,01004,51
8300,2,2,01106,120
172000,3,2,01203,49
180000,4,5,01204,119
162000,3,4,00400,119
173100,2,2,00901,129
41200,1,1,00601,62
246000,6,5,01300,37
160000,2,2,00302,63
106900,1,1,01201,108
86000,2,1,01105,99
30000,1,1,00700,355
197430,3,2,01001,89
127300,2,2,00901,57
56400,1,1,01005,119
156300,2,2,01002,85
39800,1,1,00503,191
44200,1,1,00802,25
261000,2,4,01300,63
155000,4,2,00400,51
208300,3,2,00601,53
7300,1,1,01400,91
126400,3,7,00200,135
52700,2,4,01201,58
75000,1,2,00503,43
758000,4,2,00501,66
182120,3,4,01005,48
1500,1,4,01104,146
273600,3,2,00301,39
80800,2,2,01005,90
145000,1,4,01300,130
180300,3,3,01101,94
590600,2,2,00504,50
57600,4,2,00700,12
124000,3,4,00100,38
366200,5,7,01007,64
47000,1,2,00803,394
145000,2,3,00507,139
100000,2,3,00700,45
90700,2,3,01106,16
195000,2,5,01106,166
120000,3,2,00100,13
340600,2,4,01103,54
76400,4,5,01102,221
138000,2,2,01300,53
385700,2,5,00200,118
89000,2,2,00902,90
9800,1,1,00503,52
106000,2,2,00200,48
120500,1,1,01004,15
10000,1,1,00100,52
24900,1,2,01203,66
59400,1,2,01001,164
46000,0,1,00801,266
65000,3,5,00301,68
61000,1,2,01300,55
250000,2,4,00507,69
145000,3,3,00805,42
484200,2,4,00901,269
106000,2,2,01400,50
43800,2,2,00200,59
66000,2,1,01203,61
105000,2,2,01203,125
18900,1,1,00200,229
35400,2,2,00100,125
258150,2,2,00901,66
313000,2,2,01300,43
212900,4,4,00601,34
3600,1,3,00805,70
76700,1,1,01400,52
608000,2,7,01400,55
280500,2,4,00507,99
35500,2,2,00601,47
90200,2,4,01005,132
157000,2,4,00601,106
99000,1,3,00507,70
10300,0,1,00100,51
73400,3,3,01106,36
85000,2,2,00802,77
173800,1,2,00400,41
14800,1,1,01500,120
22600,1,1,00400,63
118900,2,2,00501,83
76200,3,2,01204,60
164600,2,3,00901,137
104000,2,4,01300,21
237650,2,4,00601,117
84000,1,1,00503,37
200000,2,4,01105,68
85000,2,3,00700,28
75200,1,1,00902,86
46000,2,4,01001,56
80100,1,1,01400,201
30450,1,1,00602,59
168000,3,4,00505,54
91400,2,2,01300,47
205000,2,3,00301,61
160000,2,2,00504,37
56500,1,2,00805,137
154000,2,3,00502,127
14400,1,1,00801,249
349000,3,9,01105,144
57800,3,3,01102,65
80050,1,1,01004,58
15500,1,1,00100,62
